"REGIONNAME","SERVICEID","SERVICELONGNAME","SERVICETYPENAME","SUPPLIERID","SUPPLIERNAME","MEALPLANNAME","OPTIONID","OPTIONNAME","IS_DEFAULT","EXTRAID","EXTRANAME","OCCUPANCYTYPEID","OCCUPANCYTYPENAME","CHARGINGPOLICYID","CHARGINGPOLICYNAME","SEASONTYPEID","SEASONTYPENAME","SEASONSTARTDATE","SEASONENDDATE","ORGANISATIONSUPPLIERCONTRACTID","ORGANISATIONSUPPLIERCONTRACTNAME","CONTRACTDURATIONID","CONTRACTDURATIONNAME","CONTRACTDURATIONSTARTDATE","CONTRACTDURATIONENDDATE","CURRENCYISOCODE","WEEKDAYPRICES_EXISTS","PRICEDAYMONDAY","PRICEDAYTUESDAY","PRICEDAYWEDNESDAY","PRICEDAYTHURSDAY","PRICEDAYFRIDAY","PRICEDAYSATURDAY","PRICEDAYSUNDAY","PRICEBANDMIN","PRICEBANDMAX","BUYPRICE","MARGIN","SELLING",
"Bandhavgarh","43333","Exclusive Safari-Tree House Hideaway","Activity","45","Tree House Hideaway","","69930","Shared Safari","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2018 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","36008","Pro-Exclusive Safari (India) (1 Jan 18-31 Dec 20)","36285","Pro-Exclusive Safari (India) (1 Jan 18-31 Dec 20)","Jan  1 2018 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","3","3","7918","29.0056","11153",
"Bandhavgarh","43333","Exclusive Safari-Tree House Hideaway","Activity","45","Tree House Hideaway","","69930","Shared Safari","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2018 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","36008","Pro-Exclusive Safari (India) (1 Jan 18-31 Dec 20)","36285","Pro-Exclusive Safari (India) (1 Jan 18-31 Dec 20)","Jan  1 2018 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","4","2354","29.0108","3316",
"Bandhavgarh","43333","Exclusive Safari-Tree House Hideaway","Activity","45","Tree House Hideaway","","69930","Shared Safari","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2018 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","36008","Pro-Exclusive Safari (India) (1 Jan 18-31 Dec 20)","36285","Pro-Exclusive Safari (India) (1 Jan 18-31 Dec 20)","Jan  1 2018 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","6","0","0","0",
"Bangalore","1861","Drive from Bangalore to Hampi (320 km, 7 hrs)","Drive","4","Generic Supplier","","5649","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","30858","India Drives (1 Jan 2015 - 31 Dec 2015)","31023","India Drives (1 Jan 2015 - 31 Dec 2015)","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","8000","29.0024","11268",
"Bangalore","1861","Drive from Bangalore to Hampi (320 km, 7 hrs)","Drive","4","Generic Supplier","","5649","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","30858","India Drives (1 Jan 2015 - 31 Dec 2015)","31023","India Drives (1 Jan 2015 - 31 Dec 2015)","Jan  1 2015 12:00:00:000AM","Dec 31 2015 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","10000","29.0024","14085",
"Bangalore","1861","Drive from Bangalore to Hampi (320 km, 7 hrs)","Drive","4","Generic Supplier","","5649","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","30859","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","31024","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","8800","29.0036","12395",
"Bangalore","1861","Drive from Bangalore to Hampi (320 km, 7 hrs)","Drive","4","Generic Supplier","","5649","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","30859","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","31024","Pro-India Drives (1 Jan 2016 - 31 Dec 2020)","Jan  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","11000","29.0001","15493",
"Bangalore","4607","Transfer from Bangalore Airport to Hotel","Transfers","220","Pioneer","","10529","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","2145","29.0205","3022",
"Bangalore","4607","Transfer from Bangalore Airport to Hotel","Transfers","220","Pioneer","","10529","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","2695","29.0042","3796",
"Bangalore","4607","Transfer from Bangalore Airport to Hotel","Transfers","220","Pioneer","","10529","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","18","5445","29.0091","7670",
"Bangalore","4608","Transfer from Hotel to Bangalore Airport","Transfers","220","Pioneer","","10533","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","2145","29.0205","3022",
"Bangalore","4608","Transfer from Hotel to Bangalore Airport","Transfers","220","Pioneer","","10533","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","2695","29.0042","3796",
"Bangalore","4608","Transfer from Hotel to Bangalore Airport","Transfers","220","Pioneer","","10533","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","18","5445","29.0091","7670",
"Bangalore","43483","Drive from Bangalore to Anantapur (227 km, 4 hrs)","Drive","4","Generic Supplier","","70164","Drive","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Sep 30 2016 12:00:00:000AM","2144","Innova South (1st Jan 13-30th Sept 2016)","2175","Innova South (1st Jan 13-30th Sept 2016)","Jan  1 2013 12:00:00:000AM","Sep 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","10000","29.0024","14085",
"Bangalore","43483","Drive from Bangalore to Anantapur (227 km, 4 hrs)","Drive","4","Generic Supplier","","70164","Drive","NO","","","","","13","Per Unit Per Day","5","All Year","Oct  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","33013","Pro-Innova South (1st Oct 2016-31st Dec 2020)","33221","Pro-Innova South (1st Oct 2016-31st Dec 2020)","Oct  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","10700","29.0027","15071",
"Bekal","20220","Drive from Bekal to Mangalore (90 Km, 1.5 hrs)","Drive","4","Generic Supplier","","31057","Innova (1-4 ppl)","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","6050","29.0072","8522",
"Bekal","20220","Drive from Bekal to Mangalore (90 Km, 1.5 hrs)","Drive","4","Generic Supplier","","31057","Innova (1-4 ppl)","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","8250","29.0017","11620",
"Bharatpur","38694","HD-Bharatpur Safari","Activity","227","Colleague Tours","","59729","Standard Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2012 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","1658","CollegueTours Std Act (1 Jan 2012-31Dec 2016)","1687","CollegueTours Std Act (1 Jan 2012-31Dec 2016)","Jan  1 2012 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","1750","29.006","2465",
"Bharatpur","38694","HD-Bharatpur Safari","Activity","227","Colleague Tours","","59729","Standard Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2012 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","1658","CollegueTours Std Act (1 Jan 2012-31Dec 2016)","1687","CollegueTours Std Act (1 Jan 2012-31Dec 2016)","Jan  1 2012 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","12","2150","29.0194","3029",
"Bharatpur","38694","HD-Bharatpur Safari","Activity","227","Colleague Tours","","59729","Standard Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","11448","Pro - CollegueTours Std Act (1 Jan 17-31Dec 20)","11529","Pro - CollegueTours Std Act (1 Jan 17-31Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","1925","29.0191","2712",
"Bharatpur","38694","HD-Bharatpur Safari","Activity","227","Colleague Tours","","59729","Standard Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","11448","Pro - CollegueTours Std Act (1 Jan 17-31Dec 20)","11529","Pro - CollegueTours Std Act (1 Jan 17-31Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","12","2365","29.0003","3331",
"Chennai","4523","Transfer from Chennai Airport to Hotel","Transfers","221","Pioneer Tamilnadu","","9691","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2435","Pro-PioneerTM-Transfer(1st Jan 13-31st Dec 20)","2473","Pro-PioneerTM-Transfer(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","2200","29.0093","3099",
"Chennai","4523","Transfer from Chennai Airport to Hotel","Transfers","221","Pioneer Tamilnadu","","9691","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2435","Pro-PioneerTM-Transfer(1st Jan 13-31st Dec 20)","2473","Pro-PioneerTM-Transfer(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","2420","29.0114","3409",
